seed,model,member_index
101,GLMNet,967
101,GLMNet,976
202,XGBoost,0
202,XGBoost,17
202,XGBoost,18
202,XGBoost,22
202,XGBoost,30
202,XGBoost,33
202,XGBoost,38
202,XGBoost,45
202,XGBoost,50
202,XGBoost,68
202,XGBoost,74
202,XGBoost,92
202,XGBoost,101
202,XGBoost,107
202,XGBoost,109
202,XGBoost,116
202,XGBoost,135
202,XGBoost,169
202,XGBoost,186
202,XGBoost,189
202,XGBoost,213
202,XGBoost,220
202,XGBoost,225
202,XGBoost,227
202,XGBoost,229
202,XGBoost,230
202,XGBoost,247
202,XGBoost,249
202,XGBoost,269
202,XGBoost,270
202,XGBoost,274
202,XGBoost,278
202,XGBoost,280
202,XGBoost,311
202,XGBoost,323
202,XGBoost,343
202,XGBoost,354
202,XGBoost,364
202,XGBoost,370
202,XGBoost,375
202,XGBoost,382
202,XGBoost,399
202,XGBoost,403
202,XGBoost,415
202,XGBoost,420
202,XGBoost,430
202,XGBoost,442
202,XGBoost,454
202,XGBoost,462
202,XGBoost,468
202,XGBoost,479
202,XGBoost,499
202,XGBoost,527
202,XGBoost,530
202,XGBoost,531
202,XGBoost,541
202,XGBoost,547
202,XGBoost,599
202,XGBoost,613
202,XGBoost,615
202,XGBoost,632
202,XGBoost,660
202,XGBoost,671
202,XGBoost,676
202,XGBoost,677
202,XGBoost,690
202,XGBoost,694
202,XGBoost,701
202,XGBoost,710
202,XGBoost,714
202,XGBoost,723
202,XGBoost,726
202,XGBoost,734
202,XGBoost,743
202,XGBoost,754
202,XGBoost,766
202,XGBoost,767
202,XGBoost,768
202,XGBoost,778
202,XGBoost,781
202,XGBoost,801
202,XGBoost,803
202,XGBoost,804
202,XGBoost,806
202,XGBoost,818
202,XGBoost,821
202,XGBoost,825
202,XGBoost,833
202,XGBoost,861
202,XGBoost,891
202,XGBoost,896
202,XGBoost,903
202,XGBoost,907
202,XGBoost,955
202,XGBoost,956
202,XGBoost,961
202,XGBoost,966
202,XGBoost,967
202,XGBoost,971
202,XGBoost,973
202,XGBoost_Regularized,25
202,XGBoost_Regularized,36
202,XGBoost_Regularized,43
202,XGBoost_Regularized,44
202,XGBoost_Regularized,56
202,XGBoost_Regularized,57
202,XGBoost_Regularized,79
202,XGBoost_Regularized,87
202,XGBoost_Regularized,90
202,XGBoost_Regularized,92
202,XGBoost_Regularized,102
202,XGBoost_Regularized,103
202,XGBoost_Regularized,108
202,XGBoost_Regularized,114
202,XGBoost_Regularized,130
202,XGBoost_Regularized,146
202,XGBoost_Regularized,175
202,XGBoost_Regularized,189
202,XGBoost_Regularized,196
202,XGBoost_Regularized,234
202,XGBoost_Regularized,267
202,XGBoost_Regularized,268
202,XGBoost_Regularized,303
202,XGBoost_Regularized,305
202,XGBoost_Regularized,319
202,XGBoost_Regularized,336
202,XGBoost_Regularized,365
202,XGBoost_Regularized,366
202,XGBoost_Regularized,384
202,XGBoost_Regularized,406
202,XGBoost_Regularized,409
202,XGBoost_Regularized,415
202,XGBoost_Regularized,443
202,XGBoost_Regularized,444
202,XGBoost_Regularized,451
202,XGBoost_Regularized,452
202,XGBoost_Regularized,454
202,XGBoost_Regularized,459
202,XGBoost_Regularized,463
202,XGBoost_Regularized,469
202,XGBoost_Regularized,470
202,XGBoost_Regularized,474
202,XGBoost_Regularized,475
202,XGBoost_Regularized,483
202,XGBoost_Regularized,488
202,XGBoost_Regularized,505
202,XGBoost_Regularized,508
202,XGBoost_Regularized,509
202,XGBoost_Regularized,544
202,XGBoost_Regularized,560
202,XGBoost_Regularized,561
202,XGBoost_Regularized,565
202,XGBoost_Regularized,567
202,XGBoost_Regularized,590
202,XGBoost_Regularized,594
202,XGBoost_Regularized,598
202,XGBoost_Regularized,599
202,XGBoost_Regularized,606
202,XGBoost_Regularized,633
202,XGBoost_Regularized,640
202,XGBoost_Regularized,646
202,XGBoost_Regularized,651
202,XGBoost_Regularized,662
202,XGBoost_Regularized,666
202,XGBoost_Regularized,668
202,XGBoost_Regularized,672
202,XGBoost_Regularized,687
202,XGBoost_Regularized,708
202,XGBoost_Regularized,709
202,XGBoost_Regularized,711
202,XGBoost_Regularized,726
202,XGBoost_Regularized,727
202,XGBoost_Regularized,730
202,XGBoost_Regularized,735
202,XGBoost_Regularized,757
202,XGBoost_Regularized,759
202,XGBoost_Regularized,777
202,XGBoost_Regularized,781
202,XGBoost_Regularized,782
202,XGBoost_Regularized,789
202,XGBoost_Regularized,802
202,XGBoost_Regularized,807
202,XGBoost_Regularized,827
202,XGBoost_Regularized,835
202,XGBoost_Regularized,837
202,XGBoost_Regularized,845
202,XGBoost_Regularized,862
202,XGBoost_Regularized,867
202,XGBoost_Regularized,873
202,XGBoost_Regularized,877
202,XGBoost_Regularized,891
202,XGBoost_Regularized,928
202,XGBoost_Regularized,933
202,XGBoost_Regularized,937
202,XGBoost_Regularized,944
202,XGBoost_Regularized,951
202,XGBoost_Regularized,967
202,XGBoost_Regularized,970
202,XGBoost_Regularized,973
202,XGBoost_Regularized,982
202,GLMNet,5
202,GLMNet,25
202,GLMNet,33
202,GLMNet,42
202,GLMNet,44
202,GLMNet,56
202,GLMNet,79
202,GLMNet,87
202,GLMNet,90
202,GLMNet,91
202,GLMNet,106
202,GLMNet,115
202,GLMNet,128
202,GLMNet,130
202,GLMNet,134
202,GLMNet,141
202,GLMNet,146
202,GLMNet,149
202,GLMNet,154
202,GLMNet,175
202,GLMNet,189
202,GLMNet,194
202,GLMNet,225
202,GLMNet,256
202,GLMNet,271
202,GLMNet,278
202,GLMNet,279
202,GLMNet,310
202,GLMNet,314
202,GLMNet,317
202,GLMNet,319
202,GLMNet,336
202,GLMNet,349
202,GLMNet,365
202,GLMNet,384
202,GLMNet,399
202,GLMNet,406
202,GLMNet,418
202,GLMNet,424
202,GLMNet,431
202,GLMNet,440
202,GLMNet,441
202,GLMNet,443
202,GLMNet,445
202,GLMNet,463
202,GLMNet,474
202,GLMNet,475
202,GLMNet,479
202,GLMNet,493
202,GLMNet,499
202,GLMNet,508
202,GLMNet,509
202,GLMNet,528
202,GLMNet,534
202,GLMNet,544
202,GLMNet,547
202,GLMNet,550
202,GLMNet,566
202,GLMNet,569
202,GLMNet,573
202,GLMNet,586
202,GLMNet,590
202,GLMNet,606
202,GLMNet,620
202,GLMNet,633
202,GLMNet,635
202,GLMNet,646
202,GLMNet,659
202,GLMNet,662
202,GLMNet,666
202,GLMNet,668
202,GLMNet,672
202,GLMNet,673
202,GLMNet,677
202,GLMNet,694
202,GLMNet,696
202,GLMNet,708
202,GLMNet,711
202,GLMNet,757
202,GLMNet,759
202,GLMNet,762
202,GLMNet,782
202,GLMNet,802
202,GLMNet,807
202,GLMNet,827
202,GLMNet,834
202,GLMNet,841
202,GLMNet,845
202,GLMNet,862
202,GLMNet,864
202,GLMNet,871
202,GLMNet,891
202,GLMNet,928
202,GLMNet,931
202,GLMNet,933
202,GLMNet,934
202,GLMNet,944
202,GLMNet,967
202,GLMNet,976
202,GLMNet,982
